userID,sum_weight,mean_weight,num_artists
1342,74165,1483.3,50
1343,1221,24.42,50
1345,7417,148.34,50
1346,23808,476.16,50
1347,382,7.64,50
1348,13398,267.96,50
1349,9069,181.38,50
1350,25454,509.08,50
1351,6110,122.2,50
1352,7599,151.98,50
1353,37374,747.48,50
1354,5719,114.38,50
1355,13676,273.52,50
1356,35324,706.48,50
1357,16475,329.5,50
1358,29182,583.64,50
1360,10805,216.1,50
1362,31118,622.36,50
1363,60634,1212.68,50
1364,4094,81.88,50
1365,45564,911.28,50
1366,11519,230.38,50
1367,18897,377.94,50
1368,147910,2958.2,50
1369,9091,181.82,50
1371,17259,345.18,50
1372,17222,344.44,50
1373,22185,443.7,50
1374,26237,524.74,50
1375,17136,342.72,50
1376,1106,22.12,50
1377,156696,3133.92,50
1378,12598,251.96,50
1379,39602,792.04,50
1380,12222,244.44,50
1381,7673,153.46,50
1382,54095,1081.9,50
1383,34246,684.92,50
1384,39464,789.28,50
1385,7169,143.38,50
1386,9450,189.0,50
1387,8947,178.94,50
1388,4453,89.06,50
1389,15203,304.06,50
1390,17579,351.58,50
1393,29426,588.52,50
1394,27693,553.86,50
1395,12432,248.64,50
1396,11474,229.48,50
1397,43,3.0714285714285716,14
1398,33899,677.98,50
1399,11649,232.98,50
1401,36563,731.26,50
1402,3431,68.62,50
1403,31113,622.26,50
1404,48517,970.34,50
1405,32665,653.3,50
1406,20217,404.34,50
1407,21332,426.64,50
1408,85,1.7,50
1410,30113,602.26,50
1411,11495,229.9,50
1413,43449,868.98,50
1414,26429,528.58,50
1416,37306,746.12,50
1418,416349,8326.98,50
1419,18221,364.42,50
1420,8934,178.68,50
1421,4266,85.32,50
1422,17641,352.82,50
1423,23318,466.36,50
1424,27399,547.98,50
1425,68680,1373.6,50
1426,6657,133.14,50
1427,35437,708.74,50
1428,34003,680.06,50
1429,66884,1337.68,50
1430,9841,196.82,50
1431,97163,1943.26,50
1432,9,1.0,9
1433,32805,656.1,50
1434,80667,1613.34,50
1435,34572,691.44,50
1437,1705,34.1,50
1438,65206,1304.12,50
1439,32454,649.08,50
1440,13461,269.22,50
1441,19519,390.38,50
1442,28155,563.1,50
1443,2747,54.94,50
1444,43897,877.94,50
1445,81207,1624.14,50
1446,14740,294.8,50
1447,49914,998.28,50
1449,24985,499.7,50
1450,31289,625.78,50
1451,14211,284.22,50
1452,7849,156.98,50
1453,52537,1050.74,50
1454,41728,834.56,50
1455,75351,1507.02,50
1456,69303,1386.06,50
1457,60153,1203.06,50
1458,1615,32.3,50
1459,6034,120.68,50
1461,8943,178.86,50
1462,47272,945.44,50
1463,10249,204.98,50
1464,36771,735.42,50
1465,56762,1135.24,50
1466,14943,298.86,50
1467,54563,1091.26,50
1469,5455,109.1,50
1470,67293,1345.86,50
1471,64294,1285.88,50
1472,12657,253.14,50
1473,15457,309.14,50
1474,25465,509.3,50
1475,5962,119.24,50
1476,101052,2021.04,50
1477,877,17.54,50
1478,189034,3780.68,50
1479,10427,208.54,50
1480,20664,413.28,50
1481,134802,2696.04,50
1483,14205,284.1,50
1484,19478,389.56,50
1485,31391,627.82,50
1486,3994,79.88,50
1488,810,16.2,50
1489,36127,722.54,50
1490,73113,1462.26,50
1491,20832,416.64,50
1492,4346,86.92,50
1493,11079,221.58,50
1494,635,12.7,50
1495,806,16.12,50
1496,19215,384.3,50
1497,15618,312.36,50
1498,51051,1021.02,50
1499,76767,1535.34,50
1500,13789,275.78,50
1501,20235,404.7,50
1502,3399,67.98,50
1503,16200,324.0,50
1504,165689,3313.78,50
1505,51209,1024.18,50
1506,27019,540.38,50
1507,1723,34.46,50
1508,47184,943.68,50
1509,24919,498.38,50
1511,34740,694.8,50
1513,28935,602.8125,48
1514,13649,272.98,50
1515,19753,395.06,50
1516,7338,146.76,50
1517,83888,1677.76,50
1518,42490,849.8,50
1519,6689,133.78,50
1520,24017,480.34,50
1521,56506,1130.12,50
1522,37815,756.3,50
1524,36379,727.58,50
1525,2577,51.54,50
1527,18742,374.84,50
1528,20299,405.98,50
1530,39477,789.54,50
1531,20400,408.0,50
1532,63213,1264.26,50
1533,169438,3388.76,50
1534,39962,799.24,50
1535,52482,1049.64,50
1536,17261,345.22,50
1537,7273,145.46,50
1538,1391,27.82,50
1539,1781,35.62,50
1540,46005,920.1,50
1541,3720,74.4,50
1542,17219,344.38,50
1543,2458,91.03703703703704,27
1544,11142,222.84,50
1545,19346,386.92,50
1546,22448,448.96,50
1547,11993,239.86,50
1549,4050,81.0,50
1551,40834,816.68,50
1552,15,1.25,12
1553,19654,393.08,50
1554,11881,237.62,50
1555,49687,993.74,50
1556,55665,1113.3,50
1557,27801,556.02,50
1558,23218,464.36,50
1559,106499,2129.98,50
1560,29145,582.9,50
1562,16135,322.7,50
1563,486,9.72,50
1564,33733,674.66,50
1565,21185,423.7,50
1566,16765,335.3,50
1567,146809,2936.18,50
1568,80140,1602.8,50
1570,19200,384.0,50
1572,49504,990.08,50
1573,12958,259.16,50
1574,36820,736.4,50
1575,13463,269.26,50
1576,29736,594.72,50
1577,48311,966.22,50
1578,19022,380.44,50
1579,29263,585.26,50
1580,32879,657.58,50
1581,63389,1267.78,50
1582,13989,279.78,50
1583,48113,962.26,50
1584,3539,70.78,50
1585,144403,2888.06,50
1586,5176,103.52,50
1587,46522,930.44,50
1588,15327,306.54,50
1589,8234,164.68,50
1590,71025,1420.5,50
1591,19451,389.02,50
1592,13554,271.08,50
1593,72514,1450.28,50
1594,71043,1420.86,50
1595,24206,484.12,50
1596,21722,434.44,50
1597,18723,374.46,50
1599,17059,341.18,50
1600,59634,1192.68,50
1601,21600,432.0,50
1603,6220,6220.0,1
1604,16654,333.08,50
1605,10349,206.98,50
1606,89092,1781.84,50
1607,12379,247.58,50
1608,5506,110.12,50
1611,4121,1030.25,4
1613,76731,1534.62,50
1614,65904,1318.08,50
1615,4172,83.44,50
1616,16415,328.3,50
1617,13111,262.22,50
1618,11086,221.72,50
1619,51165,1023.3,50
1620,26636,532.72,50
1621,6303,126.06,50
1622,10989,219.78,50
1623,60924,1218.48,50
1624,5370,107.4,50
1625,423,8.46,50
1626,35500,710.0,50
1627,86733,1734.66,50
1628,70104,1402.08,50
1629,66545,1330.9,50
1630,14148,282.96,50
1632,32326,646.52,50
1633,46581,931.62,50
1634,10,2.5,4
1635,18960,379.2,50
1636,2268,45.36,50
1637,81816,1636.32,50
1638,3053,61.06,50
1639,52401,1048.02,50
1640,7291,145.82,50
1641,11876,237.52,50
1642,388251,7765.02,50
1643,73292,1465.84,50
1644,914,18.28,50
1646,46833,936.66,50
1647,18096,361.92,50
1648,14921,298.42,50
1649,60129,1202.58,50
1650,74226,1484.52,50
1652,14250,285.0,50
1653,23636,472.72,50
1654,13144,262.88,50
1655,19503,390.06,50
1656,19746,394.92,50
1657,12364,247.28,50
1658,24158,483.16,50
1659,20706,414.12,50
1660,7628,152.56,50
1661,17980,359.6,50
1662,19606,392.12,50
1663,28593,571.86,50
1664,251560,5031.2,50
1665,40,1.0810810810810811,37
1666,141405,2828.1,50
1667,1628,32.56,50
1669,4067,81.34,50
1670,6056,121.12,50
1671,62700,1254.0,50
1672,16156,323.12,50
1674,7537,150.74,50
1675,9084,698.7692307692307,13
1676,15749,314.98,50
1677,31884,637.68,50
1678,7410,148.2,50
1679,18825,376.5,50
1680,26579,531.58,50
1682,81174,1623.48,50
1683,29345,586.9,50
1684,30876,617.52,50
1685,7633,152.66,50
1686,55514,1110.28,50
1687,71642,1432.84,50
1688,19601,392.02,50
1689,16430,328.6,50
1690,23836,476.72,50
1691,13445,268.9,50
1692,20922,418.44,50
1693,7987,181.52272727272728,44
1694,42321,846.42,50
1695,10188,203.76,50
1696,3861,77.22,50
1697,16676,333.52,50
1699,28501,570.02,50
1700,8313,166.26,50
1701,10143,202.86,50
1702,11567,231.34,50
1703,15352,307.04,50
1704,1970,39.4,50
1705,32612,652.24,50
1706,54304,1086.08,50
1707,6068,121.36,50
1708,25548,510.96,50
1709,27937,558.74,50
1710,8611,172.22,50
1711,101297,2025.94,50
1712,51998,1039.96,50
1715,39309,786.18,50
1717,78881,1577.62,50
1718,16083,321.66,50
1719,9687,193.74,50
1720,36969,739.38,50
1721,5132,102.64,50
1722,8525,170.5,50
1723,2847,56.94,50
1724,3655,73.1,50
1725,7655,153.1,50
1726,27559,551.18,50
1727,29304,586.08,50
1728,20263,405.26,50
1729,7451,149.02,50
1730,33278,665.56,50
1731,293,293.0,1
1732,1445,28.9,50
1733,17234,344.68,50
1734,88626,1772.52,50
1736,29924,598.48,50
1737,24108,482.16,50
1740,58656,1173.12,50
1741,28150,563.0,50
1742,59012,1180.24,50
1743,87725,1754.5,50
1744,69,4.6,15
1745,12818,256.36,50
1746,39811,796.22,50
1747,2295,45.9,50
1748,11135,222.7,50
1749,73907,1478.14,50
1751,2300,46.0,50
1752,40302,806.04,50
1753,32972,659.44,50
1754,30433,608.66,50
1755,7865,157.3,50
1757,12504,250.08,50
1758,3,3.0,1
1759,36820,736.4,50
1760,13094,261.88,50
1761,5000,100.0,50
1762,40268,805.36,50
1764,9508,190.16,50
1765,4631,92.62,50
1766,25778,515.56,50
1768,62887,1257.74,50
1769,32003,640.06,50
1770,16422,328.44,50
1771,17076,341.52,50
1772,102226,2044.52,50
1773,10,1.0,10
1774,2738,54.76,50
1775,10802,216.04,50
1776,34501,690.02,50
1777,50857,1017.14,50
1778,59455,1189.1,50
1779,8714,174.28,50
1780,94806,1896.12,50
1781,6114,122.28,50
1782,3241,64.82,50
1783,34766,695.32,50
1784,40771,815.42,50
1785,94693,1893.86,50
1786,9102,182.04,50
1787,19623,392.46,50
1788,30576,611.52,50
1789,61340,1226.8,50
1790,10028,200.56,50
1791,23791,475.82,50
1792,28488,569.76,50
1793,45160,903.2,50
1794,12706,254.12,50
1795,13988,279.76,50
1796,29780,595.6,50
1797,24052,481.04,50
1798,6336,126.72,50
1799,12206,283.86046511627904,43
1800,660,13.2,50
1801,2514,50.28,50
1802,35618,712.36,50
1803,16474,329.48,50
1804,8708,174.16,50
1805,29780,595.6,50
1806,36618,732.36,50
1807,579,11.58,50
1808,32665,653.3,50
1809,28168,563.36,50
1810,30193,1372.409090909091,22
1811,103104,2062.08,50
1813,36372,727.44,50
1814,18500,370.0,50
1815,23590,471.8,50
1816,13559,271.18,50
1817,37425,748.5,50
1818,415,8.3,50
1819,4770,95.4,50
1820,36648,732.96,50
1821,22517,450.34,50
1822,1359,27.18,50
1823,14129,282.58,50
1824,8847,176.94,50
1825,4641,92.82,50
1826,18533,370.66,50
1827,38513,770.26,50
1828,42374,847.48,50
1829,69685,1393.7,50
1830,111667,2233.34,50
1831,30471,609.42,50
1832,119715,2394.3,50
1833,13916,278.32,50
1834,4413,88.26,50
1835,11268,225.36,50
1836,933,18.66,50
1838,18658,373.16,50
1839,16265,325.3,50
1840,24701,494.02,50
1841,9930,198.6,50
1842,10101,202.02,50
1844,27421,548.42,50
1845,24219,484.38,50
1846,31635,632.7,50
1847,916,18.32,50
1848,26004,520.08,50
1850,28503,570.06,50
1851,17787,413.6511627906977,43
1852,27579,551.58,50
1853,18264,365.28,50
1854,7062,141.24,50
1855,9788,195.76,50
1856,23447,468.94,50
1857,27411,548.22,50
1858,10234,204.68,50
1859,202,5.45945945945946,37
1860,38381,767.62,50
1861,13009,260.18,50
1862,15190,303.8,50
1863,10923,218.46,50
1864,1341,26.82,50
1865,45198,903.96,50
1866,45742,914.84,50
1867,6771,135.42,50
1868,16173,449.25,36
1869,27037,540.74,50
1871,5273,105.46,50
1872,57393,1147.86,50
1873,21015,420.3,50
1874,12617,252.34,50
1875,26692,533.84,50
1877,4826,96.52,50
1879,26302,526.04,50
1880,104352,2087.04,50
1881,18687,373.74,50
1882,10748,214.96,50
1883,54206,1084.12,50
1885,6091,121.82,50
1887,18847,376.94,50
1888,13965,279.3,50
1889,58055,1161.1,50
1890,14117,282.34,50
1891,2364,47.28,50
1892,6791,135.82,50
1893,4,1.0,4
1894,24115,482.3,50
1895,60435,1208.7,50
1896,21459,429.18,50
1897,29547,590.94,50
1898,103223,2064.46,50
1899,54638,1092.76,50
1900,9766,195.32,50
1902,45804,916.08,50
1903,19370,387.4,50
1904,25029,500.58,50
1905,276295,5525.9,50
1906,20268,405.36,50
1907,10283,205.66,50
1908,49010,980.2,50
1909,157926,3158.52,50
1910,90562,1811.24,50
1911,44249,884.98,50
1912,10632,212.64,50
1914,28081,561.62,50
1915,2275,45.5,50
1917,713,14.26,50
1918,1502,30.04,50
1919,5410,108.2,50
1920,25224,504.48,50
1921,101181,2023.62,50
1922,3477,69.54,50
1923,47421,948.42,50
1924,223795,4475.9,50
1925,8598,171.96,50
1926,37091,741.82,50
1928,27715,554.3,50
1929,67475,1349.5,50
1930,46190,923.8,50
1931,2086,41.72,50
1933,3391,67.82,50
1934,4092,81.84,50
1935,42073,841.46,50
1936,27390,547.8,50
1937,136706,2734.12,50
1938,64001,1280.02,50
1939,35190,879.75,40
1941,16101,322.02,50
1942,348527,6970.54,50
1944,27831,556.62,50
1946,48480,969.6,50
1947,14514,290.28,50
1948,12972,259.44,50
1949,60428,1208.56,50
1950,28926,578.52,50
1951,20225,404.5,50
1952,9970,199.4,50
1954,34451,689.02,50
1955,1941,38.82,50
1956,42771,855.42,50
1957,25819,516.38,50
1958,3463,69.26,50
1959,21152,423.04,50
1961,198651,3973.02,50
1962,19387,387.74,50
1963,54401,1088.02,50
1964,25651,513.02,50
1965,15452,309.04,50
1966,28196,563.92,50
1968,21576,431.52,50
1969,24795,495.9,50
1971,148989,2979.78,50
1972,6729,134.58,50
1973,76910,1538.2,50
1974,14301,286.02,50
1975,21717,434.34,50
1976,31660,633.2,50
1977,21883,437.66,50
1978,19272,385.44,50
1979,17044,340.88,50
1980,2873,57.46,50
1981,13712,274.24,50
1982,13308,266.16,50
1983,179449,3588.98,50
1984,70193,1403.86,50
1986,44913,898.26,50
1987,25285,505.7,50
1988,11107,222.14,50
1989,12301,246.02,50
1990,1345,26.9,50
1991,5530,110.6,50
1992,49161,983.22,50
1993,1043,20.86,50
1994,5495,109.9,50
1995,77781,1555.62,50
1996,15048,300.96,50
1997,44408,888.16,50
1998,28198,563.96,50
1999,43365,867.3,50
2000,468409,9368.18,50
2001,66776,1335.52,50
2003,12902,258.04,50
2004,63047,1260.94,50
2005,31732,634.64,50
2006,35680,713.6,50
2007,150205,3004.1,50
2008,60485,1209.7,50
2009,23299,465.98,50
2010,44010,880.2,50
2011,6381,127.62,50
2013,40390,807.8,50
2014,12872,257.44,50
2015,67653,1353.06,50
2016,3246,64.92,50
2017,12630,252.6,50
2018,19200,384.0,50
2019,95618,1912.36,50
2020,12146,242.92,50
2021,52588,1051.76,50
2022,59835,1196.7,50
2023,19821,396.42,50
2024,469,9.38,50
2025,53754,1075.08,50
2027,15070,301.4,50
2028,10668,213.36,50
2029,17655,353.1,50
2030,9221,184.42,50
2031,329980,6599.6,50
2032,66422,1328.44,50
2033,63993,1279.86,50
2034,18840,376.8,50
2035,6208,124.16,50
2036,10395,207.9,50
2037,15821,316.42,50
2038,20790,415.8,50
2039,30186,603.72,50
2040,11134,222.68,50
2041,28212,564.24,50
2042,26552,531.04,50
2043,37682,753.64,50
2044,5190,103.8,50
2045,16856,337.12,50
2046,42614,852.28,50
2047,12953,259.06,50
2048,768,15.36,50
2051,202,4.04,50
2052,171615,3432.3,50
2053,38761,775.22,50
2054,51357,1027.14,50
2055,26267,525.34,50
2056,567,11.34,50
2057,20577,411.54,50
2058,6883,137.66,50
2059,108465,2169.3,50
2060,10011,200.22,50
2061,5699,113.98,50
2062,85422,1708.44,50
2064,7023,140.46,50
2065,45228,904.56,50
2066,11365,227.3,50
2067,10558,211.16,50
2068,35683,713.66,50
2069,121895,2437.9,50
2070,21568,431.36,50
2071,338400,6768.0,50
2072,240173,4803.46,50
2075,9898,197.96,50
2076,9928,198.56,50
2077,17903,358.06,50
2078,69363,1387.26,50
2079,21346,426.92,50
2080,127700,2554.0,50
2081,29515,590.3,50
2083,1254,25.08,50
2084,48133,962.66,50
2085,4,4.0,1
2086,9756,195.12,50
2087,21394,427.88,50
2088,436,8.72,50
2090,26880,537.6,50
2091,2267,45.34,50
2092,35926,718.52,50
2093,7732,154.64,50
2094,103338,2066.76,50
2095,4885,97.7,50
2096,62714,1254.28,50
2097,13830,276.6,50
2099,10179,203.58,50
2100,30877,617.54,50
